epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,688.477,0.35211,0.26025,0.87473,0.83265,0.70953,0.77931,0.53098,1.30834,1.38039,1.41301,5.943e-05,5.943e-05,5.943e-05
83,697.023,0.35801,0.26602,0.8806,0.85596,0.70894,0.78585,0.52571,1.30879,1.34149,1.42104,5.646e-05,5.646e-05,5.646e-05
84,705.562,0.36685,0.27216,0.88778,0.83806,0.70883,0.78044,0.52505,1.32654,1.34735,1.43017,5.349e-05,5.349e-05,5.349e-05
85,714.127,0.35065,0.26412,0.87518,0.84415,0.70746,0.78064,0.53038,1.31056,1.33135,1.41098,5.052e-05,5.052e-05,5.052e-05
86,722.602,0.35441,0.26179,0.87818,0.87714,0.68938,0.78482,0.53037,1.32835,1.29215,1.43285,4.755e-05,4.755e-05,4.755e-05
87,731.083,0.34059,0.26069,0.87339,0.87414,0.68759,0.79027,0.53294,1.32044,1.2511,1.43157,4.458e-05,4.458e-05,4.458e-05
88,739.533,0.32437,0.24828,0.87106,0.83618,0.71078,0.78862,0.53073,1.33351,1.26167,1.43172,4.161e-05,4.161e-05,4.161e-05
89,747.992,0.33907,0.25888,0.87638,0.85536,0.6955,0.78538,0.52989,1.34148,1.27875,1.42721,3.864e-05,3.864e-05,3.864e-05
90,756.397,0.34106,0.26331,0.87995,0.87125,0.69544,0.79274,0.53921,1.32962,1.24827,1.43306,3.567e-05,3.567e-05,3.567e-05
91,765.521,0.28251,0.21154,0.83232,0.86757,0.69874,0.78866,0.53261,1.32154,1.23764,1.43462,3.27e-05,3.27e-05,3.27e-05
92,773.89,0.2637,0.20112,0.82781,0.87392,0.69945,0.79327,0.53523,1.31509,1.22627,1.43088,2.973e-05,2.973e-05,2.973e-05
93,782.276,0.26705,0.19793,0.82779,0.87604,0.69605,0.78935,0.5375,1.31422,1.23198,1.42989,2.676e-05,2.676e-05,2.676e-05
94,790.669,0.25932,0.19696,0.82505,0.85446,0.71515,0.79415,0.53973,1.31062,1.22342,1.43659,2.379e-05,2.379e-05,2.379e-05
95,799.088,0.26124,0.1976,0.82661,0.84945,0.72117,0.79233,0.5387,1.30933,1.22386,1.42939,2.082e-05,2.082e-05,2.082e-05
96,807.482,0.25227,0.19201,0.8273,0.86582,0.71316,0.79233,0.5406,1.3074,1.24482,1.43207,1.785e-05,1.785e-05,1.785e-05
97,815.874,0.24943,0.18871,0.82683,0.84964,0.70793,0.78765,0.54131,1.30839,1.25725,1.43631,1.488e-05,1.488e-05,1.488e-05
98,824.305,0.24846,0.19088,0.82409,0.84259,0.72345,0.79117,0.54259,1.31261,1.27516,1.43712,1.191e-05,1.191e-05,1.191e-05
99,832.923,0.24692,0.19077,0.83132,0.82509,0.72382,0.78724,0.54369,1.30962,1.27844,1.43603,8.94e-06,8.94e-06,8.94e-06
100,841.316,0.24529,0.18893,0.82223,0.83899,0.71755,0.79109,0.54435,1.30959,1.28462,1.43421,5.97e-06,5.97e-06,5.97e-06
