epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,3568.68,0.31166,0.21285,0.8452,0.86372,0.7515,0.83372,0.63704,1.14195,1.13707,1.32758,0.0004753,0.0004753,0.0004753
108,3603.07,0.30058,0.20643,0.84422,0.85883,0.74263,0.83047,0.64196,1.12241,1.1673,1.32941,0.00047035,0.00047035,0.00047035
109,3637.45,0.29263,0.20266,0.84038,0.84182,0.75161,0.82465,0.63892,1.12194,1.11432,1.35134,0.0004654,0.0004654,0.0004654
110,3671.77,0.29471,0.20279,0.84097,0.85898,0.7428,0.82459,0.64426,1.12309,1.22271,1.33113,0.00046045,0.00046045,0.00046045
111,3706.07,0.29672,0.20415,0.84285,0.85593,0.75621,0.84024,0.65129,1.13311,1.17723,1.34155,0.0004555,0.0004555,0.0004555
112,3740.38,0.29429,0.20461,0.84636,0.85196,0.74645,0.83271,0.64839,1.13101,1.22344,1.3401,0.00045055,0.00045055,0.00045055
113,3774.67,0.29392,0.20392,0.84396,0.85745,0.74297,0.83515,0.64403,1.12344,1.19191,1.33912,0.0004456,0.0004456,0.0004456
114,3808.94,0.29015,0.20206,0.83985,0.85622,0.76414,0.84305,0.64226,1.17096,1.20336,1.35043,0.00044065,0.00044065,0.00044065
115,3843.22,0.28338,0.19919,0.84008,0.85116,0.76962,0.84321,0.6572,1.12314,1.16461,1.33043,0.0004357,0.0004357,0.0004357
116,3877.5,0.28441,0.19631,0.8369,0.86125,0.75464,0.825,0.64075,1.10755,1.15581,1.32307,0.00043075,0.00043075,0.00043075
117,3911.79,0.28412,0.19678,0.84072,0.86444,0.76904,0.84769,0.65793,1.11067,1.09049,1.34166,0.0004258,0.0004258,0.0004258
118,3946.04,0.29042,0.20004,0.83926,0.86216,0.75133,0.84219,0.65772,1.11391,1.17099,1.33234,0.00042085,0.00042085,0.00042085
119,3980.29,0.28244,0.19461,0.83925,0.85609,0.72159,0.81689,0.64852,1.10568,1.30117,1.30269,0.0004159,0.0004159,0.0004159
120,4014.55,0.28224,0.1933,0.83849,0.87159,0.74396,0.83878,0.6624,1.09698,1.21783,1.30562,0.00041095,0.00041095,0.00041095
121,4048.79,0.28169,0.19322,0.83635,0.86567,0.75241,0.83986,0.6571,1.10169,1.16416,1.3143,0.000406,0.000406,0.000406
122,4083.07,0.26387,0.18375,0.83051,0.86884,0.76425,0.84437,0.65304,1.12824,1.13373,1.33943,0.00040105,0.00040105,0.00040105
123,4117.33,0.26992,0.18775,0.83405,0.86313,0.77384,0.85458,0.66264,1.11844,1.06678,1.35178,0.0003961,0.0003961,0.0003961
124,4151.57,0.27667,0.19127,0.83237,0.85711,0.76401,0.8476,0.66504,1.10218,1.10194,1.33602,0.00039115,0.00039115,0.00039115
125,4185.81,0.26469,0.18548,0.83488,0.85801,0.75595,0.84435,0.65721,1.13316,1.17367,1.33378,0.0003862,0.0003862,0.0003862
